"summons_number","issue_date","violation_code","issuer_code","time_format","house_number","street_name","address","City","State","Zipcode","AUTO_UNIQUE_ID_2014-05-03_superegoforever_353164_all","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType","CensusYear","CensusPlaceFips","CensusMsaFips","CensusMetDivFips","CensusMcdFips","CensusCbsaMicro","CensusCbsaFips","CensusBlock","CensusBlockGroup","CensusTract","CensusCountyFips","CensusStateFips","naaccrCertCode","naaccrCertType"
"7928328914","1/12/2014","10","353164","11:04","183","Chrystie St","183 Chrystie St","New York","NY","10012",1396,"USCGeocoder",0,1,"4.01","","de682cfc-cb3b-4d7f-9dfc-2d43f8a4e119","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","425.497163966298","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7217437569443,-73.9923672935084,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3002","3","0036.01","061","36","1","ResidenceStreetAddress"
"7929433705","1/13/2014","38","353164","18:40","108","Eldridge St","108 Eldridge St","New York","NY","10012",1397,"USCGeocoder",0,1,"4.01","","aa7e56e7-ef1d-4f68-a3e8-e46f5ddcde26","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","313.462638676167","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7180085252988,-73.9917689234305,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","6000","6","0018.00","061","36","1","ResidenceStreetAddress"
"7929433687","1/13/2014","40","353164","18:21","266","Bowery","266 Bowery","New York","NY","10012",1398,"USCGeocoder",0,1,"4.01","","c88afd44-0745-4688-a087-bbc6427f3ff6","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","139.3498756513","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7234636157336,-73.9932636024234,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1000","1","0043.00","061","36","1","ResidenceStreetAddress"
"7929433675","1/13/2014","20","353164","17:48","262","Mott St","262 Mott St","New York","NY","10012",1399,"USCGeocoder",0,1,"4.01","","a8960ae7-134d-4905-8c83-632bc4348095","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","959.571834970266","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7237963464176,-73.9943013164912,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1001","1","0043.00","061","36","1","ResidenceStreetAddress"
"7929433560","1/13/2014","20","353164","14:53","94","Prince St","94 Prince St","New York","NY","10012",1400,"USCGeocoder",0,1,"4.01","","a9a8b6ad-bc4b-4c57-8775-ed10f90775fe","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","106.157339468598","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7245851560093,-73.9988051236678,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1005","1","0049.00","061","36","1","ResidenceStreetAddress"
"7929433511","1/13/2014","20","353164","14:20","52","Spring St","52 Spring St","New York","NY","10012",1401,"USCGeocoder",0,1,"4.01","","71611a96-663b-467c-bf89-5aaffe30f6b9","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","227.174160651863","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7218598146265,-73.9966394113972,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","6001","6","0041.00","061","36","1","ResidenceStreetAddress"
"7929433493","1/13/2014","14","353164","14:09","178","Lafayette St","178 Lafayette St","New York","NY","10012",1402,"USCGeocoder",0,1,"4.01","","8c86e749-cb9e-477f-9656-a19b463cf033","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","230.641035929322","ArealInterpolationGeometricCentroid","Parcel","98.8757396449704","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7206373771721,-73.9989574715169,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1004","1","0045.00","061","36","1","ResidenceStreetAddress"
"7929433470","1/13/2014","20","353164","13:33","193","Chrystie St","193 Chrystie St","New York","NY","10012",1403,"USCGeocoder",16,1,"4.01","","3ed97f92-d93b-42bb-8edb-902eb2d208c5","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1978.68502595113","LinearInterpolationAddressRange","StreetSegment","92.0118343195266","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7219414110497,-73.9919846340923,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3002","3","0036.01","061","36","1","ResidenceStreetAddress"
"7929433663","1/13/2014","20","353164","17:10","226","Lafayette St","226 Lafayette St","New York","NY","10012",1404,"USCGeocoder",0,1,"4.01","","564cc517-e6bc-4d99-a5ea-17e2be67d940","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","333.09055169858","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7222527830819,-73.9974840883115,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1001","1","0045.00","061","36","1","ResidenceStreetAddress"
"7929433651","1/13/2014","20","353164","16:30","103","Mercer St","103 Mercer St","New York","NY","10012",1405,"USCGeocoder",16,1,"4.01","","d78d2303-97f8-45da-a3ab-385de65eaa26","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3508.08574501984","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7235587004324,-73.9996120741334,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","1005","1","0049.00","061","36","1","ResidenceStreetAddress"
"7929433640","1/13/2014","20","353164","16:22","220","Lafayette St","220 Lafayette St","New York","NY","10012",1406,"USCGeocoder",0,1,"4.01","","4aea7327-8814-47cf-94e7-3be058f59cac","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","178.518790796399","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7220363074519,-73.9977203195027,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1001","1","0045.00","061","36","1","ResidenceStreetAddress"
"7929433626","1/13/2014","37","353164","15:30","90","Prince St","90 Prince St","New York","NY","10012",1407,"USCGeocoder",16,1,"4.01","","9ce93f51-a589-4176-9423-6cde0e4852f8","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","343.312440663576","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7243457785013,-73.9984926530688,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1004","1","0049.00","061","36","1","ResidenceStreetAddress"
"7929433614","1/13/2014","31","353164","15:22","504","Broadway","504 Broadway","New York","NY","10012",1408,"USCGeocoder",31,1,"4.01","","5dda1f97-a4c2-46f9-9866-fce3467f7f5f","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3561.00595994503","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7222283951629,-73.9993653474816,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","1002","1","0045.00","061","36","1","ResidenceStreetAddress"
"7929433602","1/13/2014","20","353164","15:18","40","Crosby St","40 Crosby St","New York","NY","10012",1409,"USCGeocoder",16,1,"4.01","","dc836578-5942-45a7-a7f8-9ac12c9ecd44","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2924.37890638039","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7214532083587,-73.9991217358233,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1003","1","0045.00","061","36","1","ResidenceStreetAddress"
"7929433596","1/13/2014","20","353164","15:12","218","Lafayette St","218 Lafayette St","New York","NY","10012",1410,"USCGeocoder",0,1,"4.01","","3040a8d9-a0e7-4773-a9fe-af6c3e812586","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","229.723997443914","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7219947492154,-73.9978052305932,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1001","1","0045.00","061","36","1","ResidenceStreetAddress"
"7929433559","1/13/2014","20","353164","14:50","105","Mercer St","105 Mercer St","New York","NY","10012",1411,"USCGeocoder",0,1,"4.01","","05be252b-f0a8-4697-a167-91597905b24e","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","41.8059037029743","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7237036849094,-73.9995370730684,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1005","1","0049.00","061","36","1","ResidenceStreetAddress"
"7929433547","1/13/2014","31","353164","14:47","93","Spring St","93 Spring St","New York","NY","10012",1412,"USCGeocoder",0,1,"4.01","","8ba8e776-5400-48ce-b214-af4150bf9e6f","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","461.568817030638","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.6038066012818,-74.0957275949907,"Relaxed","TwoThousandTen","51000","5602","35644","70915","0","35620","3001","3","0177.00","085","36","1","ResidenceStreetAddress"
"7929433535","1/13/2014","31","353164","14:40","440","Broome St","440 Broome St","New York","NY","10012",1413,"USCGeocoder",31,1,"4.01","","39ddab00-e65a-41f3-8cec-f35d8fcd6f4b","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1928.75124662137","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7218534665752,-73.9997702885387,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1002","1","0045.00","061","36","1","ResidenceStreetAddress"
"7929433523","1/13/2014","16","353164","14:26","45-47","Crosby St","45-47 Crosby St","New York","NY","10012",1414,"USCGeocoder",16,1,"4.01","","78f25472-9b58-4947-8874-f2a533a412ae","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","USPSZip","100","FeatureClassBased","ReturnAll","","USPSZipAreaCentroid","","","0",40.724324,-73.996124,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","3002","3","0043.00","061","36","4","ResidenceZIP"
"7929433500","1/13/2014","14","353164","14:12","199","Lafayette St","199 Lafayette St","New York","NY","10012",1415,"USCGeocoder",16,1,"4.01","","c7ee7cd3-63a7-4e6b-adf4-a440ca5c6cc8","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","303.3923484236","ArealInterpolationGeometricCentroid","Parcel","91.8934911242604","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.6400651340899,-74.093976820228,"Relaxed","TwoThousandTen","51000","5602","35644","70915","0","35620","2000","2","0081.00","085","36","1","ResidenceStreetAddress"
"7929433468","1/13/2014","20","353164","13:31","201","Chrystie St","201 Chrystie St","New York","NY","10012",1416,"USCGeocoder",16,1,"4.01","","693cf57f-fab1-45d2-a982-635fe2a2fd09","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","224.733014959842","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7222854740996,-73.9921088274716,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3002","3","0036.01","061","36","1","ResidenceStreetAddress"
"7793366062","1/14/2014","20","353164","18:28","126","Forsyth St","126 Forsyth St","New York","NY","10012",1417,"USCGeocoder",31,1,"4.01","","8c298208-a60e-4d30-8669-9e94aa94e081","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2454.30886014062","LinearInterpolationAddressRange","StreetSegment","92.0118343195266","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.719358722183,-73.9922597412278,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","7001","7","0018.00","061","36","1","ResidenceStreetAddress"
"7793366049","1/14/2014","24","353164","17:34","19","Park Row","19 Park Row","New York","NY","10012",1418,"USCGeocoder",16,1,"4.01","","8eb10a05-6fd2-47a3-9853-9c1a6627ef1b","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","351.897611014545","ArealInterpolationGeometricCentroid","Parcel","92.4260355029586","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.71329402697,-74.0084593697388,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1007","1","0021.00","061","36","1","ResidenceStreetAddress"
"7793365951","1/14/2014","19","353164","14:18","29","Park Row","29 Park Row","New York","NY","10012",1419,"USCGeocoder",16,1,"4.01","","5f7f3b19-74cc-4822-975d-10b02fae2dd3","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","246.067566871643","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7113472921523,-74.0073479179602,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1004","1","0015.01","061","36","1","ResidenceStreetAddress"
"7793365914","1/14/2014","24","353164","13:28","32","Spring St","32 Spring St","New York","NY","10012",1420,"USCGeocoder",0,1,"4.01","","33896e5f-779b-47d1-a24f-40202fe34982","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","215.732639137655","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7215109571094,-73.9957337327926,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","6000","6","0041.00","061","36","1","ResidenceStreetAddress"
"7793365860","1/14/2014","71","353164","13:01","15","Rivington St","15 Rivington St","New York","NY","10012",1421,"USCGeocoder",31,1,"4.01","","0c9f8a64-bea6-401f-a62f-51f03aab137d","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1210.0796654236","LinearInterpolationAddressRange","StreetSegment","92.0118343195266","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.721258399678,-73.9925876835924,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","5001","5","0018.00","061","36","1","ResidenceStreetAddress"
"7793366074","1/14/2014","37","353164","18:38","91","Eldridge St","91 Eldridge St","New York","NY","10012",1422,"USCGeocoder",16,1,"4.01","","dc63d12b-78e2-4adb-8d33-ea291f693fee","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3125.0159009425","LinearInterpolationAddressRange","StreetSegment","92.0118343195266","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7175276330523,-73.9923876023499,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","2001","2","0016.00","061","36","1","ResidenceStreetAddress"
"7793366050","1/14/2014","37","353164","18:23","104","Forsyth St","104 Forsyth St","New York","NY","10012",1423,"USCGeocoder",16,1,"4.01","","61c23c02-341c-4d1f-9079-f4c88ee8cadb","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","221.340451105265","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7183654702799,-73.9925365561428,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","6001","6","0018.00","061","36","1","ResidenceStreetAddress"
"7793366013","1/14/2014","69","353164","17:17","64","Fulton St","64 Fulton St","New York","NY","10012",1424,"USCGeocoder",0,1,"4.01","","4f9ae25a-f09e-4d9d-8e0b-8f123dd40036","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","340.484721183777","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7087160034443,-74.0053024493051,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","2001","2","0015.02","061","36","1","ResidenceStreetAddress"
"7793365975","1/14/2014","74","353164","15:02","2","Gold St","2 Gold St","New York","NY","10012",1425,"USCGeocoder",0,1,"4.01","","7f59359c-ae95-40cf-8a86-311d4ede332c","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","433.268114157021","ArealInterpolationGeometricCentroid","Parcel","91.8934911242604","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.5579300905096,-74.1775861200973,"Relaxed","TwoThousandTen","51000","5602","35644","70915","0","35620","2002","2","0170.08","085","36","1","ResidenceStreetAddress"
"7793365963","1/14/2014","14","353164","15:01","2","Gold St","2 Gold St","New York","NY","10012",1426,"USCGeocoder",0,1,"4.01","","8c82ffa6-adfa-4a57-b6b1-47a76fdaa75b","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","433.268114157021","ArealInterpolationGeometricCentroid","Parcel","91.8934911242604","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.5579300905096,-74.1775861200973,"Relaxed","TwoThousandTen","51000","5602","35644","70915","0","35620","2002","2","0170.08","085","36","1","ResidenceStreetAddress"
"7793365940","1/14/2014","19","353164","14:16","29","Park Row","29 Park Row","New York","NY","10012",1427,"USCGeocoder",16,1,"4.01","","896e4f24-e535-4725-afe6-24970d16f018","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","246.067566871643","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7113472921523,-74.0073479179602,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1004","1","0015.01","061","36","1","ResidenceStreetAddress"
"7793365938","1/14/2014","69","353164","13:35","180","Mulberry St","180 Mulberry St","New York","NY","10012",1428,"USCGeocoder",0,1,"4.01","","d084d616-97ea-4754-9d48-f4b353267b54","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","246.036323774606","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7207929574744,-73.996445083758,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","6003","6","0041.00","061","36","1","ResidenceStreetAddress"
"7793365926","1/14/2014","51","353164","13:31","209","Mulberry St","209 Mulberry St","New York","NY","10012",1429,"USCGeocoder",16,1,"4.01","","0f39b808-6067-497a-b066-cd3c195b5cbe","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2119.99056409975","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7218704581178,-73.9963969262029,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","6001","6","0041.00","061","36","1","ResidenceStreetAddress"
"7793365902","1/14/2014","20","353164","13:25","176","Elizabeth St","176 Elizabeth St","New York","NY","10012",1430,"USCGeocoder",16,1,"4.01","","46597124-0ff4-4e46-bb2f-7907dbe6600b","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1890.17738408968","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7210831013063,-73.9946963218316,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","1000","1","0041.00","061","36","1","ResidenceStreetAddress"
"7793365896","1/14/2014","20","353164","13:22","192","Elizabeth St","192 Elizabeth St","New York","NY","10012",1431,"USCGeocoder",0,1,"4.01","","9604d094-a240-4db6-aab1-29366a70beb6","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","223.759572565556","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7216430282633,-73.9942980942083,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","2000","2","0043.00","061","36","1","ResidenceStreetAddress"
"7793365884","1/14/2014","19","353164","13:17","180","Bowery","180 Bowery","New York","NY","10012",1432,"USCGeocoder",0,1,"4.01","","547d7629-7eb0-4f06-a52e-4ff010e94c77","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","446.192037343979","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7207297199321,-73.9942732423415,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1000","1","0041.00","061","36","1","ResidenceStreetAddress"
"7793365872","1/14/2014","37","353164","13:12","207","Bowery","207 Bowery","New York","NY","10012",1433,"USCGeocoder",0,1,"4.01","","5989c61a-60b6-4998-a756-a63aeff90883","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","248.074163779616","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7212334165396,-73.993277917464,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","5001","5","0018.00","061","36","1","ResidenceStreetAddress"
"7793365859","1/14/2014","48","353164","12:58","179","Chrystie St","179 Chrystie St","New York","NY","10012",1434,"USCGeocoder",31,1,"4.01","","26e94b2f-00be-4e7a-9fa2-dfce26eec0b0","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1397.67519668164","LinearInterpolationAddressRange","StreetSegment","92.0118343195266","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7213214055894,-73.9923006528956,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3002","3","0036.01","061","36","1","ResidenceStreetAddress"
"7816683947","1/15/2014","37","353164","21:40","56","2nd Ave","56 2nd Ave","New York","NY","10012",1435,"USCGeocoder",0,1,"4.01","","24e1320d-352e-4e7d-b0bc-499141437e96","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","131.125293657184","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7256396864645,-73.9894875903495,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","4000","4","0038.00","061","36","1","ResidenceStreetAddress"
"7816683935","1/15/2014","37","353164","21:37","57","2nd Ave","57 2nd Ave","New York","NY","10012",1436,"USCGeocoder",187,1,"4.01","","e1a9d57d-74a2-41e9-81bb-d04060e3a5ef","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","419.903663918376","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7259592833116,-73.9899886113989,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3001","3","0038.00","061","36","1","ResidenceStreetAddress"
"7816683923","1/15/2014","37","353164","21:35","57","2nd Ave","57 2nd Ave","New York","NY","10012",1437,"USCGeocoder",16,1,"4.01","","6fe04aa6-9f4e-4c8e-a0ee-6b1ec11608cd","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","419.903663918376","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7259592833116,-73.9899886113989,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3001","3","0038.00","061","36","1","ResidenceStreetAddress"
"7816683911","1/15/2014","71","353164","21:32","69","2nd Ave","69 2nd Ave","New York","NY","10012",1438,"USCGeocoder",156,1,"4.01","","7cb1d68e-eead-41d2-a1f1-2139e654cfb2","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","166.271898791194","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7264199092104,-73.9896329983172,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3000","3","0038.00","061","36","1","ResidenceStreetAddress"
"7816683900","1/15/2014","38","353164","21:31","69","2nd Ave","69 2nd Ave","New York","NY","10012",1439,"USCGeocoder",0,1,"4.01","","fdb896fc-afee-4565-b344-4c9b71452dbb","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","166.271898791194","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7264199092104,-73.9896329983172,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3000","3","0038.00","061","36","1","ResidenceStreetAddress"
"7816683893","1/15/2014","37","353164","21:30","71","2nd Ave","71 2nd Ave","New York","NY","10012",1440,"USCGeocoder",172,1,"4.01","","9926373e-bec2-4fd8-a15c-389407f86685","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","166.211353212595","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7264776455507,-73.9895920878743,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3000","3","0038.00","061","36","1","ResidenceStreetAddress"
"7816683881","1/15/2014","38","353164","21:18","122","2nd Ave","122 2nd Ave","New York","NY","10012",1441,"USCGeocoder",16,1,"4.01","","599d2c58-b73e-48e5-afd6-b6dcde998efe","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","277.778868883848","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7280655590514,-73.9875975141556,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","7001","7","0038.00","061","36","1","ResidenceStreetAddress"
